general,year,conf,espe,serv,obre,admin,auxadm,prof,total,conf_f,espe_f,serv_f,obre_f,admin_f,auxadm_f,prof_f,total_f
enep zaragoza,1978,49,38,0,7,64,139,40,297,0.5714285714285714,0.21052631578947367,0,0,0.609375,0.26618705035971224,0.375,0.3771043771043771
enep zaragoza,1979,52,63,0,12,77,227,40,431,0.40384615384615385,0.3492063492063492,0,0,0.6753246753246753,0.30837004405286345,0.375,0.382830626450116
enep zaragoza,1980,191,129,0,36,44,300,40,740,0.29842931937172773,0.2868217054263566,0,0.027777777777777776,0.22727272727272727,0.31666666666666665,0.375,0.2905405405405405
enp,1960,63,23,133,14,139,291,151,238,0.5555555555555556,0.2608695652173913,0.06766917293233082,0,0.6690647482014388,0.12714776632302405,0.2913907284768212,0.21008403361344538
enp,1962,22,239,133,43,139,291,151,734,0,0.3514644351464435,0.06766917293233082,0,0.6690647482014388,0.12714776632302405,0.2913907284768212,0.29155313351498635
enp,1963,25,266,133,46,413,315,151,1019,0,0.39473684210526316,0.06766917293233082,0,0.3922518159806295,0.10476190476190476,0.2913907284768212,0.2944062806673209
enp,1964,38,273,133,50,474,454,151,1239,0.05263157894736842,0.43956043956043955,0.06766917293233082,0,0.42616033755274263,0.10352422907488987,0.2913907284768212,0.2994350282485876
enp,1965,54,283,133,53,303,453,151,1297,0.48148148148148145,0.42402826855123676,0.06766917293233082,0,0.4158415841584158,0.1390728476821192,0.2913907284768212,0.29221279876638395
enp,1966,36,401,133,82,403,614,128,1664,0.05555555555555555,0.4164588528678304,0.06766917293233082,0,0.4267990074441687,0.12866449511400652,0.5625,0.2956730769230769
enp,1967,28,399,133,58,407,620,93,1605,0.03571428571428571,0.40350877192982454,0.06766917293233082,0,0.4250614250614251,0.12419354838709677,0.5698924731182796,0.28909657320872273
enp,1968,19,397,133,34,412,625,58,1545,0.05263157894736842,0.3879093198992443,0.06766917293233082,0,0.4223300970873786,0.1184,0.5689655172413793,0.2828478964401295
enp,1969,11,395,133,10,416,631,23,1486,0,0.37468354430379747,0.06766917293233082,0,0.4206730769230769,0.11410459587955626,0.6086956521739131,0.275235531628533
enp,1970,17,396,133,60,472,634,22,1601,0.11764705882352941,0.37626262626262624,0.06766917293233082,0,0.4491525423728814,0.12145110410094637,0.6818181818181818,0.28419737663960026
enp,1971,23,396,133,109,529,637,22,1716,0.13043478260869565,0.3787878787878788,0.06766917293233082,0.009174311926605505,0.4706994328922495,0.12872841444270017,0.7272727272727273,0.291958041958042
enp,1972,22,378,133,108,534,634,12,1687,0.13636363636363635,0.3783068783068783,0.06766917293233082,0,0.47191011235955055,0.17034700315457413,0.6666666666666666,0.30468286899822167
enp,1973,22,359,133,107,538,631,1,1658,0.13636363636363635,0.3788300835654596,0.06766917293233082,0,0.4721189591078067,0.21236133122028525,0,0.3178528347406514
enp,1974,75,602,133,160,712,980,38,2567,0.25333333333333335,0.2059800664451827,0.06766917293233082,0,0.5589887640449438,0.1336734693877551,0.4473684210526316,0.2684067004285158
enp,1975,22,350,133,101,628,601,6,1708,0.2727272727272727,0.34285714285714286,0.06766917293233082,0,0.45063694267515925,0.1314475873544093,0.16666666666666666,0.2862997658079625
enp,1976,24,357,133,106,645,664,12,1808,0.3333333333333333,0.33053221288515405,0.06766917293233082,0,0.47751937984496123,0.12048192771084337,0.25,0.28595132743362833
enp,1977,16,340,133,105,690,649,16,1816,0.4375,0.3588235294117647,0.06766917293233082,0,0.44057971014492753,0.1325115562403698,0.375,0.28909691629955947
enp,1978,18,329,133,94,711,637,16,1805,0.2777777777777778,0.3556231003039514,0.06766917293233082,0.02127659574468085,0.4317862165963432,0.13971742543171115,0.375,0.2914127423822715
enp,1979,30,332,133,109,634,684,32,1821,0.16666666666666666,0.3102409638554217,0.06766917293233082,0,0.4968454258675079,0.15935672514619884,0.34375,0.2981878088962109
enp,1980,242,411,133,109,555,639,12,1968,0.3140495867768595,0.25304136253041365,0.06766917293233082,0.01834862385321101,0.35855855855855856,0.14241001564945227,0.16666666666666666,0.24085365853658536
ents,1973,6,1,0,8,7,1,2,15,0.3333333333333333,0,0,0,1,0,0,0.6
ents,1974,4,1,0,8,8,5,2,26,0.25,0,0,0,1,0.6,0,0.46153846153846156
ents,1975,4,1,0,4,11,5,2,25,0.5,0,0,0,0.9090909090909091,0.6,0,0.6
ents,1976,4,2,0,4,17,3,2,26,0.5,0.5,0,0,0.5882352941176471,0,0,0.5
ents,1977,5,2,0,4,11,13,2,31,0.4,0.5,0,0,1,0.23076923076923078,0,0.5483870967741935
ents,1978,5,2,0,4,12,13,2,32,0.6,0.5,0,0,0.9166666666666666,0.23076923076923078,0,0.5625
ents,1979,14,3,0,4,13,13,2,43,0.6428571428571429,0.3333333333333333,0,0,0.8461538461538461,0.15384615384615385,0,0.5348837209302325
ents,1980,21,6,0,4,16,21,2,66,0.47619047619047616,0,0,0,0.6875,0.3333333333333333,0,0.42424242424242425
escuela nacional de musica,1960,10,4,11,1,9,10,1,26,0.6,0.25,0.09090909090909091,0,0.4444444444444444,0,1,0.3076923076923077
escuela nacional de musica,1962,3,6,11,1,9,10,1,28,0.3333333333333333,0.16666666666666666,0.09090909090909091,0,0.4444444444444444,0,1,0.21428571428571427
escuela nacional de musica,1963,3,6,11,1,10,10,1,29,0,0.16666666666666666,0.09090909090909091,0,0.6,0,1,0.2413793103448276
escuela nacional de musica,1964,3,6,11,1,10,10,1,30,0,0.16666666666666666,0.09090909090909091,0,0.5,0,1,0.2
escuela nacional de musica,1965,4,7,11,3,9,11,1,31,0,0.14285714285714285,0.09090909090909091,0,0.6666666666666666,0.09090909090909091,1,0.25806451612903225
escuela nacional de musica,1966,4,7,11,5,11,11,1,33,0,0,0.09090909090909091,0,0.6363636363636364,0.09090909090909091,1,0.24242424242424243
escuela nacional de musica,1967,3,7,11,7,9,18,1,41,0,0,0.09090909090909091,0,0.6666666666666666,0.1111111111111111,1,0.1951219512195122
escuela nacional de musica,1968,2,9,11,8,11,21,1,41,0,0.1111111111111111,0.09090909090909091,0,0.6363636363636364,0.23809523809523808,1,0.3170731707317073
escuela nacional de musica,1969,2,8,11,9,13,18,1,39,0,0,0.09090909090909091,0,0.6153846153846154,0.16666666666666666,1,0.28205128205128205
escuela nacional de musica,1970,1,6,11,10,9,19,1,35,0,0,0.09090909090909091,0,0.6666666666666666,0.21052631578947367,1,0.2857142857142857
escuela nacional de musica,1971,1,8,11,11,10,20,1,39,0,0.75,0.09090909090909091,0,0.8,0.2,1,0.46153846153846156
escuela nacional de musica,1972,1,6,11,12,10,21,1,37,0,0,0.09090909090909091,0,0.8,0.19047619047619047,1,0.32432432432432434
escuela nacional de musica,1973,1,6,11,14,8,22,1,37,0,0,0.09090909090909091,0,0.875,0.18181818181818182,1,0.2972972972972973
escuela nacional de musica,1974,1,6,11,15,10,21,1,39,0,0,0.09090909090909091,0,0.8,0.23809523809523808,1,0.358974358974359
escuela nacional de musica,1975,2,6,11,16,12,23,1,43,0,0,0.09090909090909091,0,0.75,0.21739130434782608,1,0.32558139534883723
escuela nacional de musica,1976,3,4,11,17,28,6,1,41,0.3333333333333333,1,0.09090909090909091,0,0.6785714285714286,0,0,0.5853658536585366
escuela nacional de musica,1977,2,6,11,18,14,23,1,64,0.5,0,0.09090909090909091,0,0.5714285714285714,0.13043478260869565,0,0.1875
escuela nacional de musica,1978,4,6,11,10,15,23,1,49,0.5,0,0.09090909090909091,0,0.5333333333333333,0.21739130434782608,0,0.30612244897959184
escuela nacional de musica,1979,7,10,11,1,13,28,2,61,0.42857142857142855,0,0.09090909090909091,0,0.6923076923076923,0.25,0,0.3114754098360656
escuela nacional de musica,1980,11,10,11,1,13,28,1,64,0.45454545454545453,0,0.09090909090909091,0,0.6923076923076923,0.2857142857142857,0,0.34375
escuela para extranjeros,1976,7,8,0,0,19,3,1,38,0.42857142857142855,0.75,0,0,0.42105263157894735,0,1,0.47368421052631576
escuela para extranjeros,1977,7,2,0,0,13,12,4,38,0.5714285714285714,1,0,0,0.46153846153846156,0.4166666666666667,0.75,0.5263157894736842
escuela para extranjeros,1978,9,1,0,0,15,11,6,42,0.7777777777777778,1,0,0,0.5333333333333333,0.45454545454545453,0.5,0.5714285714285714
escuela para extranjeros,1979,16,2,0,0,12,12,5,47,0.75,0.5,0,0,0.5833333333333334,0.25,0.6,0.5531914893617021
estacion de investigacion carmen,1972,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
estacion de investigacion chamela,1973,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1974,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1975,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1976,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0.5
estacion de investigacion chamela,1977,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0.5
estacion de investigacion chamela,1978,0,1,0,0,1,3,1,4,0,1,0,0,0,0.3333333333333333,0,0.5
estacion de investigacion chamela,1979,0,1,0,0,1,4,1,6,0,1,0,0,0,0.25,0,0.3333333333333333
estacion de investigacion mazatlan,1972,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
facultad de arquitectura,1960,7,6,40,1,28,63,1,56,0.5714285714285714,0.6666666666666666,0,0,0.7857142857142857,0.031746031746031744,0,0.14285714285714285
facultad de arquitectura,1962,2,12,40,1,28,63,1,105,0,0.4166666666666667,0,0,0.7857142857142857,0.031746031746031744,0,0.2761904761904762
facultad de arquitectura,1963,19,12,40,2,13,65,1,109,0.7368421052631579,0.5,0,0,0.7692307692307693,0.015384615384615385,0,0.28440366972477066
facultad de arquitectura,1964,3,11,40,2,31,58,1,105,0,0.45454545454545453,0,0,0.6129032258064516,0.034482758620689655,0,0.24761904761904763
facultad de arquitectura,1965,4,15,40,3,51,65,1,138,0,0.3333333333333333,0,0,0.5490196078431373,0.015384615384615385,0,0.2463768115942029
facultad de arquitectura,1966,4,15,40,3,36,82,1,141,0,0.2,0,0,0.6944444444444444,0.024390243902439025,0,0.2127659574468085
facultad de arquitectura,1967,8,22,40,3,29,67,2,118,0,0.22727272727272727,0,0,0.6551724137931034,0.014925373134328358,0.5,0.211864406779661
facultad de arquitectura,1968,13,14,40,3,25,68,2,123,0.07692307692307693,0.2857142857142857,0,0,0.8,0.014705882352941176,0.5,0.21138211382113822
facultad de arquitectura,1969,4,11,40,3,41,72,3,134,0,0.36363636363636365,0,0,0.7073170731707317,0.013888888888888888,0.6666666666666666,0.26865671641791045
facultad de arquitectura,1970,3,14,40,4,50,71,2,142,0.3333333333333333,0.2857142857142857,0,0,0.74,0.014084507042253521,0.5,0.3028169014084507
facultad de arquitectura,1971,9,14,40,4,54,72,1,154,0.5555555555555556,0.35714285714285715,0,0,0.7962962962962963,0.013888888888888888,0,0.35064935064935066
facultad de arquitectura,1972,8,14,40,4,71,74,1,172,0.5,0.35714285714285715,0,0,0.6338028169014085,0.02702702702702703,0,0.32558139534883723
facultad de arquitectura,1973,6,14,40,4,80,46,1,151,0.5,0.42857142857142855,0,0,0.5375,0,0,0.3443708609271523
facultad de arquitectura,1974,1,13,40,4,29,73,1,120,1,0.46153846153846156,0,0,0.6896551724137931,0.0136986301369863,0,0.23333333333333334
facultad de arquitectura,1975,9,11,40,3,81,67,1,172,0.5555555555555556,0.45454545454545453,0,0,0.6419753086419753,0.014925373134328358,0,0.36627906976744184
facultad de arquitectura,1976,8,37,40,2,128,4,3,180,0.25,0.8378378378378378,0,0,0.578125,0.75,0,0.6111111111111112
facultad de arquitectura,1977,9,12,40,2,101,73,4,201,0.4444444444444444,0.4166666666666667,0,0,0.6732673267326733,0.0410958904109589,0,0.39800995024875624
facultad de arquitectura,1978,16,11,40,2,105,72,4,210,0.3125,0.36363636363636365,0,0,0.7047619047619048,0,0.25,0.4
facultad de arquitectura,1979,19,22,40,2,168,4,6,219,0.2631578947368421,0.18181818181818182,0,0,0.5238095238095238,0.75,0,0.45662100456621
facultad de arquitectura,1980,112,23,40,3,77,85,10,310,0.16964285714285715,0.17391304347826086,0,0,0.8831168831168831,0.047058823529411764,0,0.3064516129032258
facultad de ciencias,1960,8,2,25,2,13,37,1,38,0.375,0.5,0,0,0.46153846153846156,0.05405405405405406,0,0.10526315789473684
facultad de ciencias,1962,2,39,25,5,13,37,1,96,0,0.358974358974359,0,0,0.46153846153846156,0.05405405405405406,0,0.22916666666666666
facultad de ciencias,1963,2,42,25,6,13,34,1,97,0,0.42857142857142855,0,0,0.5384615384615384,0.08823529411764706,0,0.28865979381443296
facultad de ciencias,1964,2,34,25,5,13,36,1,90,0,0.38235294117647056,0,0,0.5384615384615384,0.05555555555555555,0,0.24444444444444444
facultad de ciencias,1965,1,39,25,6,12,35,1,93,0,0.28205128205128205,0,0,0.5,0.02857142857142857,0,0.1935483870967742
facultad de ciencias,1966,3,18,25,9,17,38,1,85,0,0.16666666666666666,0,0,0.35294117647058826,0.05263157894736842,0,0.12941176470588237
facultad de ciencias,1967,1,28,25,10,26,31,1,87,0,0.10714285714285714,0,0,0.5,0.12903225806451613,0,0.22988505747126436
facultad de ciencias,1968,2,36,25,11,19,31,1,98,0,0.08333333333333333,0,0,0.6842105263157895,0.0967741935483871,0,0.19387755102040816
facultad de ciencias,1969,3,21,25,10,38,32,1,104,0,0.23809523809523808,0,0,0.3684210526315789,0.09375,0,0.21153846153846154
facultad de ciencias,1970,2,28,25,11,37,29,1,105,0,0.17857142857142858,0,0,0.40540540540540543,0.13793103448275862,0,0.22857142857142856
facultad de ciencias,1971,2,24,25,10,39,30,1,103,0,0.16666666666666666,0,0,0.38461538461538464,0.1,0,0.21359223300970873
facultad de ciencias,1972,1,24,25,9,40,34,1,108,0,0.20833333333333334,0,0,0.4,0.11764705882352941,0,0.23148148148148148
facultad de ciencias,1973,2,18,25,8,47,30,1,103,0.5,0.2777777777777778,0,0,0.2978723404255319,0.3,0,0.27184466019417475
facultad de ciencias,1974,3,17,25,5,37,42,1,104,0.6666666666666666,0.29411764705882354,0,0,0.21621621621621623,0.30952380952380953,0,0.2692307692307692
facultad de ciencias,1975,1,13,25,4,80,38,1,136,0,0.07692307692307693,0,0,0.25,0.3157894736842105,0,0.2426470588235294
facultad de ciencias,1976,2,65,25,6,58,19,1,144,0,0.9076923076923077,0,0,0.5689655172413793,0.47368421052631576,0,0.7013888888888888
facultad de ciencias,1977,1,21,25,8,96,48,1,175,0,0.09523809523809523,0,0.125,0.3958333333333333,0.20833333333333334,0,0.2914285714285714
facultad de ciencias,1978,1,24,25,10,137,96,2,270,1,0.16666666666666666,0,0,0.4233576642335766,0.22916666666666666,0.5,0.31851851851851853
facultad de ciencias,1979,4,49,25,1,131,44,1,230,0.5,0.12244897959183673,0,0,0.5877862595419847,0.3181818181818182,0,0.43043478260869567
facultad de ciencias,1980,18,60,25,17,105,114,2,316,0.5555555555555556,0.06666666666666667,0,0.058823529411764705,0.4666666666666667,0.32456140350877194,0.5,0.3227848101265823
facultad de contaduria y administracion,1960,32,4,26,2,28,33,6,65,0.375,0.75,0,0,0.35714285714285715,0.030303030303030304,0.16666666666666666,0.23076923076923078
facultad de contaduria y administracion,1962,4,4,26,2,28,33,6,71,0,1,0,0,0.35714285714285715,0.030303030303030304,0.16666666666666666,0.2112676056338028
facultad de contaduria y administracion,1963,4,12,26,2,41,37,6,96,0,0.16666666666666666,0,0,0.3170731707317073,0.05405405405405406,0.16666666666666666,0.17708333333333334
facultad de contaduria y administracion,1964,4,10,26,2,41,43,6,100,0,0.4,0,0,0.36585365853658536,0.046511627906976744,0.16666666666666666,0.21
facultad de contaduria y administracion,1965,4,19,26,2,39,42,6,106,0,0.15789473684210525,0,0,0.38461538461538464,0.047619047619047616,0.16666666666666666,0.18867924528301888
facultad de contaduria y administracion,1966,2,17,26,2,35,45,6,101,0,0.17647058823529413,0,0,0.45714285714285713,0.044444444444444446,0.16666666666666666,0.2079207920792079
facultad de contaduria y administracion,1967,4,17,26,2,88,2,6,111,0,0.11764705882352941,0,0,0.2159090909090909,0,0.16666666666666666,0.1891891891891892
facultad de contaduria y administracion,1968,1,16,26,2,37,48,6,104,0,0.0625,0,0,0.4594594594594595,0.0625,0.16666666666666666,0.20192307692307693
facultad de contaduria y administracion,1969,2,14,26,2,42,65,6,123,0,0.07142857142857142,0,0,0.4523809523809524,0.1076923076923077,0.16666666666666666,0.21951219512195122
facultad de contaduria y administracion,1970,2,20,26,3,53,66,6,144,0,0.3,0,0,0.5660377358490566,0.13636363636363635,0.16666666666666666,0.3125
facultad de contaduria y administracion,1971,4,13,26,3,52,68,6,146,0,0.38461538461538464,0,0,0.5,0.11764705882352941,0.16666666666666666,0.273972602739726
facultad de contaduria y administracion,1972,20,9,26,2,60,66,5,157,0.05,0.4444444444444444,0,0,0.4666666666666667,0.10606060606060606,0.4,0.25477707006369427
facultad de contaduria y administracion,1973,16,15,26,2,48,61,5,126,0.125,0.2,0,0,0.5,0.11475409836065574,0.4,0.2698412698412698
facultad de contaduria y administracion,1974,13,12,26,2,41,65,4,137,0.3076923076923077,0.25,0,0,0.5853658536585366,0.16923076923076924,0.75,0.3284671532846715
facultad de contaduria y administracion,1975,11,14,26,5,74,68,7,179,0.45454545454545453,0.42857142857142855,0,0,0.4864864864864865,0.17647058823529413,0.2857142857142857,0.3407821229050279
facultad de contaduria y administracion,1976,11,42,26,4,109,15,12,189,0.36363636363636365,0.8809523809523809,0,0,0.5963302752293578,0.4,0.3333333333333333,0.6137566137566137
facultad de contaduria y administracion,1977,5,10,26,4,124,79,17,222,0.6,0.4,0,0,0.5725806451612904,0.1518987341772152,0.23529411764705882,0.40540540540540543
facultad de contaduria y administracion,1978,10,9,26,5,99,81,22,226,0.3,0.5555555555555556,0,0,0.6565656565656566,0.1728395061728395,0.22727272727272727,0.40707964601769914
facultad de contaduria y administracion,1979,10,18,26,5,124,20,23,195,0.1,0.2777777777777778,0,0,0.49193548387096775,0.25,0.17391304347826086,0.38974358974358975
facultad de contaduria y administracion,1980,14,23,26,5,90,80,26,238,0.14285714285714285,0.13043478260869565,0,0,0.7222222222222222,0.2,0.11538461538461539,0.3739495798319328
facultad de derecho,1960,34,8,28,3,44,37,2,73,0.47058823529411764,0.625,0,0,0.6363636363636364,0.02702702702702703,1,0.2876712328767123
facultad de derecho,1962,10,6,28,3,44,37,2,97,0,0.6666666666666666,0,0,0.6363636363636364,0.02702702702702703,1,0.3402061855670103
facultad de derecho,1963,13,6,28,3,34,34,2,87,0,0.8333333333333334,0,0,0.5882352941176471,0.058823529411764705,1,0.3103448275862069
facultad de derecho,1964,12,8,28,3,36,31,2,87,0,0.625,0,0,0.5555555555555556,0.03225806451612903,1,0.2988505747126437
facultad de derecho,1965,12,6,28,3,42,40,2,100,0,0.8333333333333334,0,0,0.38095238095238093,0.075,1,0.24
facultad de derecho,1966,11,6,28,3,55,39,2,111,0,0.8333333333333334,0,0,0.6181818181818182,0.05128205128205128,1,0.36936936936936937
facultad de derecho,1967,1,5,28,3,79,3,2,88,0,0.8,0,0,0.3670886075949367,0,1,0.375
facultad de derecho,1968,8,5,28,3,41,42,2,96,0.25,0.8,0,0,0.7073170731707317,0.09523809523809523,1,0.40625
facultad de derecho,1969,4,7,28,3,37,42,2,92,0,0.7142857142857143,0,0,0.6756756756756757,0.09523809523809523,1,0.391304347826087
facultad de derecho,1970,8,9,28,3,45,44,15,121,0.25,0.7777777777777778,0,0,0.7111111111111111,0.09090909090909091,0.13333333333333333,0.3884297520661157
facultad de derecho,1971,11,12,28,3,51,42,12,116,0.36363636363636365,0.6666666666666666,0,0,0.803921568627451,0.09523809523809523,0.16666666666666666,0.49137931034482757
facultad de derecho,1972,12,13,28,3,56,42,9,123,0.3333333333333333,0.6923076923076923,0,0,0.7678571428571429,0.11904761904761904,0.1111111111111111,0.4959349593495935
facultad de derecho,1973,8,14,28,3,61,40,7,123,0.25,0.7142857142857143,0,0,0.7704918032786885,0.1,0.14285714285714285,0.5121951219512195
facultad de derecho,1974,13,16,28,3,45,46,4,120,0.15384615384615385,0.625,0,0,0.7777777777777778,0.08695652173913043,0,0.425
facultad de derecho,1975,9,11,28,3,81,67,1,172,0.5555555555555556,0.45454545454545453,0,0,0.6419753086419753,0.014925373134328358,0,0.36627906976744184
facultad de derecho,1976,12,24,28,3,106,6,5,153,0.08333333333333333,0.6666666666666666,0,0,0.41509433962264153,0,0,0.39869281045751637
facultad de derecho,1977,11,13,28,3,98,50,18,190,0,0.46153846153846156,0,0,0.7857142857142857,0.1,0,0.4631578947368421
facultad de derecho,1978,8,14,28,3,104,50,20,196,0.125,0.5,0,0,0.7980769230769231,0.12,0,0.49489795918367346
facultad de derecho,1979,15,20,28,3,129,6,18,188,0.26666666666666666,0.6,0,0,0.40310077519379844,0,0,0.3617021276595745
facultad de derecho,1980,26,18,28,3,92,58,16,210,0.2692307692307692,0.5,0,0,0.7391304347826086,0.1206896551724138,0,0.43333333333333335
facultad de economia,1960,21,11,12,1,24,16,1,47,0.5714285714285714,0.36363636363636365,0,0,0.7083333333333334,0,0,0.3404255319148936
facultad de economia,1962,4,11,12,1,24,16,1,55,0,0.45454545454545453,0,0,0.7083333333333334,0,0,0.4
facultad de economia,1963,4,19,12,1,56,16,1,95,0,0.3684210526315789,0,0,0.44642857142857145,0.125,0,0.35789473684210527
facultad de economia,1964,4,16,12,1,58,16,1,94,0,0.4375,0,0,0.4827586206896552,0,0,0.3723404255319149
facultad de economia,1965,2,14,12,1,53,21,1,90,0,0.5,0,0,0.3018867924528302,0.09523809523809523,0,0.2777777777777778
facultad de economia,1966,3,23,12,1,48,24,1,99,0,0.391304347826087,0,0,0.5416666666666666,0.08333333333333333,0,0.37373737373737376
facultad de economia,1967,1,38,12,1,49,23,1,111,0,0.42105263157894735,0,0,0.6938775510204082,0.08695652173913043,0,0.46846846846846846
facultad de economia,1968,2,19,12,1,40,22,1,84,0,0.42105263157894735,0,0,0.625,0.09090909090909091,0,0.4166666666666667
facultad de economia,1969,8,26,12,1,52,23,1,110,0.5,0.5,0,0,0.5384615384615384,0.08695652173913043,0,0.42727272727272725
facultad de economia,1970,4,25,12,1,49,29,1,108,0,0.48,0,0,0.6938775510204082,0.13793103448275862,0,0.46296296296296297
facultad de economia,1971,9,20,12,1,45,31,1,106,0.3333333333333333,0.55,0,0,0.7555555555555555,0.16129032258064516,0,0.5
facultad de economia,1972,7,24,12,1,43,29,1,105,0.5714285714285714,0.4583333333333333,0,0,0.7209302325581395,0.13793103448275862,0,0.47619047619047616
facultad de economia,1973,7,25,12,1,42,30,1,105,0.42857142857142855,0.56,0,0,0.7142857142857143,0.1,0,0.47619047619047616
facultad de economia,1974,12,26,12,1,39,40,1,119,0.5833333333333334,0.19230769230769232,0,0,0.7435897435897436,0.125,0,0.3865546218487395
facultad de economia,1975,15,31,12,1,62,48,2,159,0.4,0.4838709677419355,0,0,0.7419354838709677,0.125,0,0.4591194968553459
facultad de economia,1976,17,38,12,1,80,8,9,152,0.4117647058823529,0.7105263157894737,0,0,0.375,0,0.1111111111111111,0.4276315789473684
facultad de economia,1977,23,26,12,1,82,46,8,185,0.391304347826087,0.4230769230769231,0,0,0.6097560975609756,0.1956521739130435,0.125,0.43243243243243246
facultad de economia,1978,25,27,12,1,85,53,9,199,0.4,0.4444444444444444,0,0,0.8,0.20754716981132076,0.1111111111111111,0.5125628140703518
facultad de economia,1979,36,29,12,1,115,10,8,198,0.2777777777777778,0.4482758620689655,0,0,0.34782608695652173,0,0.125,0.32323232323232326
facultad de economia,1980,63,25,12,1,81,54,10,233,0.3333333333333333,0.48,0,0,0.8148148148148148,0.24074074074074073,0.1,0.48497854077253216
facultad de ingenieria,1960,34,17,35,21,42,85,1,91,0.47058823529411764,0.23529411764705882,0.02857142857142857,0,0.5238095238095238,0.03529411764705882,1,0.23076923076923078
facultad de ingenieria,1962,3,57,35,21,42,85,1,208,0,0.12280701754385964,0.02857142857142857,0,0.5238095238095238,0.03529411764705882,1,0.15384615384615385
facultad de ingenieria,1963,5,77,35,26,63,84,1,255,0,0.07792207792207792,0.02857142857142857,0,0.4126984126984127,0.023809523809523808,1,0.13333333333333333
facultad de ingenieria,1964,5,17,35,32,61,87,1,202,0,0.6470588235294118,0.02857142857142857,0,0.45901639344262296,0.034482758620689655,1,0.2079207920792079
facultad de ingenieria,1965,4,36,35,14,32,78,1,164,0,0.16666666666666666,0.02857142857142857,0,0.625,0.038461538461538464,1,0.17682926829268292
facultad de ingenieria,1966,5,51,35,21,44,103,1,224,0,0.23529411764705882,0.02857142857142857,0,0.5227272727272727,0.04854368932038835,1,0.17857142857142858
facultad de ingenieria,1967,16,62,35,42,63,131,1,256,0,0.22580645161290322,0.02857142857142857,0,0.5714285714285714,0.030534351145038167,1,0.2109375
facultad de ingenieria,1968,27,86,35,62,86,142,1,403,0,0.1511627906976744,0.02857142857142857,0,0.46511627906976744,0.056338028169014086,1,0.1513647642679901
facultad de ingenieria,1969,30,65,35,24,65,147,1,331,0,0.18461538461538463,0.02857142857142857,0,0.36923076923076925,0.04081632653061224,1,0.1268882175226586
facultad de ingenieria,1970,21,97,35,73,92,144,1,428,0.09523809523809523,0.18556701030927836,0.02857142857142857,0,0.6195652173913043,0.034722222222222224,1,0.1939252336448598
facultad de ingenieria,1971,20,62,35,25,66,141,2,316,0.05,0.11290322580645161,0.02857142857142857,0,0.6666666666666666,0.04964539007092199,0.5,0.189873417721519
facultad de ingenieria,1972,21,61,35,23,71,140,5,321,0.047619047619047616,0.09836065573770492,0.02857142857142857,0,0.6619718309859155,0.03571428571428571,0.2,0.18691588785046728
facultad de ingenieria,1973,26,89,35,24,72,126,5,342,0.07692307692307693,0.07865168539325842,0.02857142857142857,0,0.6666666666666666,0.031746031746031744,0.2,0.18128654970760233
facultad de ingenieria,1974,32,52,35,23,66,144,5,322,0.0625,0.19230769230769232,0.02857142857142857,0,0.6818181818181818,0.06944444444444445,0.2,0.2111801242236025
facultad de ingenieria,1975,40,48,35,22,165,137,7,419,0.05,0.08333333333333333,0.02857142857142857,0,0.37575757575757573,0.06569343065693431,0,0.18377088305489261
facultad de ingenieria,1976,32,98,35,21,236,36,5,407,0.1875,0.8469387755102041,0.02857142857142857,0,0.6694915254237288,0.6111111111111112,0.2,0.6633906633906634
facultad de ingenieria,1977,28,67,35,20,221,162,3,501,0.39285714285714285,0.23880597014925373,0.02857142857142857,0,0.4343891402714932,0.1111111111111111,0,0.281437125748503
facultad de ingenieria,1978,53,68,35,19,177,151,9,477,0.3584905660377358,0.19117647058823528,0.02857142857142857,0,0.5254237288135594,0.10596026490066225,0,0.29559748427672955
facultad de ingenieria,1979,64,109,35,24,236,50,18,477,0.375,0.13761467889908258,0.02857142857142857,0,0.6186440677966102,0.5,0.05555555555555555,0.44234800838574423
facultad de ingenieria,1980,175,127,35,30,141,189,58,720,0.22285714285714286,0.10236220472440945,0.02857142857142857,0,0.75177304964539,0.19047619047619047,0.1724137931034483,0.2833333333333333
facultad de medicina,1960,61,62,158,5,81,165,2,283,0.6557377049180327,0.46774193548387094,0.06329113924050633,0,0.5925925925925926,0.07878787878787878,0,0.2791519434628975
facultad de medicina,1962,4,87,158,5,81,165,2,344,0.25,0.40229885057471265,0.06329113924050633,0,0.5925925925925926,0.07878787878787878,0,0.2819767441860465
facultad de medicina,1963,6,82,158,5,95,166,5,359,0,0.3902439024390244,0.06329113924050633,0,0.6210526315789474,0.0783132530120482,1,0.30362116991643456
facultad de medicina,1964,9,76,158,5,104,178,4,376,0.1111111111111111,0.42105263157894735,0.06329113924050633,0,0.5961538461538461,0.10674157303370786,1,0.31382978723404253
